StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,Backlogs,NoOfAttempts,CollegeName,University
9111,8.2,2,3,2,90,4.8,Yes,Yes,86,82,Placed,0,3.0,LBRCE,JNTUA
9112,6.7,1,2,1,79,3.9,No,Yes,82,83,NotPlaced,0,2.0,Loyola college,JNTUK
9113,6.5,1,1,1,84,4.0,Yes,Yes,68,81,Placed,0,1.0,LBRCE,JNTUA
9114,7.5,2,3,0,81,3.9,Yes,Yes,65,65,NotPlaced,0,3.0,Loyola college,JNTUK
9115,7.6,0,2,1,74,4.8,Yes,Yes,81,72,Placed,0,2.0,LBRCE,JNTUA
9116,7.6,0,1,1,77,4.3,No,Yes,55,63,NotPlaced,0,1.0,Loyola college,JNTUK
9117,7.5,1,1,1,77,4.6,No,No,56,67,NotPlaced,0,1.0,Loyola college,JNTUK
9118,8.0,1,2,1,80,4.3,Yes,Yes,74,88,NotPlaced,0,2.0,Loyola college,JNTUK
9119,8.2,2,3,2,90,4.6,Yes,Yes,78,85,Placed,0,3.0,LBRCE,JNTUA
9120,6.5,1,1,0,78,4.0,No,No,55,71,NotPlaced,0,1.0,Loyola college,JNTUK
9121,7.0,1,1,0,81,3.6,No,Yes,55,70,NotPlaced,0,1.0,Loyola college,JNTUK
9122,8.4,2,3,1,84,4.5,Yes,Yes,83,79,Placed,0,3.0,LBRCE,JNTUA
9123,8.4,2,1,0,90,4.6,Yes,Yes,72,82,NotPlaced,0,1.0,Loyola college,JNTUK
9124,7.0,1,1,1,70,3.3,No,Yes,55,68,NotPlaced,0,1.0,Loyola college,JNTUK
9125,8.7,1,2,2,77,4.5,Yes,Yes,75,68,Placed,0,2.0,LBRCE,JNTUA
9126,7.4,1,1,1,65,4.3,No,No,63,66,NotPlaced,0,1.0,Loyola college,JNTUK
9127,7.9,1,2,1,86,3.8,Yes,Yes,73,87,NotPlaced,0,2.0,Loyola college,JNTUK
9128,8.1,1,3,1,82,4.6,Yes,Yes,78,75,Placed,0,3.0,LBRCE,JNTUA
9129,6.5,0,1,0,64,4.1,No,No,56,69,NotPlaced,0,1.0,Loyola college,JNTUK
9130,8.5,2,1,0,86,4.7,Yes,Yes,64,83,NotPlaced,0,1.0,Loyola college,JNTUK
9131,8.2,1,3,2,89,4.8,Yes,Yes,77,83,Placed,0,3.0,LBRCE,JNTUA
9132,7.6,2,3,0,76,4.8,Yes,Yes,71,85,NotPlaced,0,3.0,Loyola college,JNTUK
9133,8.2,1,3,2,81,4.5,Yes,No,70,83,Placed,0,3.0,LBRCE,JNTUA
9134,7.6,1,1,1,68,4.0,No,No,57,63,NotPlaced,0,1.0,Loyola college,JNTUK
9135,8.3,0,2,2,72,4.0,Yes,Yes,74,79,NotPlaced,0,2.0,Loyola college,JNTUK
9136,7.5,1,2,0,89,4.5,Yes,Yes,79,83,Placed,0,2.0,LBRCE,JNTUA
9137,8.0,2,3,0,90,4.4,Yes,Yes,78,85,Placed,0,3.0,LBRCE,JNTUA
9138,7.8,2,3,0,83,4.4,Yes,No,85,83,NotPlaced,0,3.0,Loyola college,JNTUK
9139,8.6,2,3,2,88,4.8,Yes,Yes,76,85,Placed,0,3.0,LBRCE,JNTUA
9140,6.7,1,1,0,85,4.0,No,Yes,58,71,NotPlaced,0,1.0,Loyola college,JNTUK
9141,7.6,0,1,0,83,3.7,No,No,76,69,NotPlaced,0,1.0,Loyola college,JNTUK
9142,7.6,1,1,0,74,4.1,No,No,55,59,NotPlaced,0,1.0,Loyola college,JNTUK
9143,7.7,1,3,3,88,4.8,Yes,No,75,85,NotPlaced,0,3.0,Loyola college,JNTUK
9144,8.1,1,1,0,86,4.8,No,Yes,61,82,Placed,0,1.0,LBRCE,JNTUA
9145,7.8,1,2,0,82,3.9,Yes,Yes,86,66,NotPlaced,0,2.0,Loyola college,JNTUK
9146,7.4,1,1,0,82,4.5,Yes,Yes,79,68,NotPlaced,0,1.0,Loyola college,JNTUK
9147,7.7,1,1,1,74,4.3,No,Yes,58,65,NotPlaced,0,1.0,Loyola college,JNTUK
9148,7.7,1,1,1,69,3.9,Yes,Yes,55,71,NotPlaced,0,1.0,Loyola college,JNTUK
9149,6.8,1,2,2,83,4.5,Yes,Yes,77,64,Placed,0,2.0,LBRCE,JNTUA
9150,7.4,2,3,1,89,4.6,Yes,Yes,59,64,NotPlaced,0,3.0,Loyola college,JNTUK
9151,6.5,1,2,1,69,4.1,Yes,No,55,68,NotPlaced,0,2.0,Loyola college,JNTUK
9152,7.6,1,3,2,84,4.6,Yes,Yes,79,76,Placed,0,3.0,LBRCE,JNTUA
9153,6.5,2,2,2,85,4.4,Yes,Yes,84,83,Placed,0,2.0,LBRCE,JNTUA
9154,7.6,2,3,0,84,4.5,Yes,Yes,78,87,NotPlaced,0,3.0,Loyola college,JNTUK
9155,7.3,0,1,2,85,4.7,Yes,Yes,74,84,Placed,0,1.0,LBRCE,JNTUA
9156,6.6,1,2,0,65,4.2,No,No,83,72,NotPlaced,0,2.0,Loyola college,JNTUK
9157,8.0,2,2,2,87,4.8,Yes,No,82,83,Placed,0,2.0,LBRCE,JNTUA
9158,6.6,0,2,0,73,4.8,Yes,Yes,72,65,NotPlaced,0,2.0,Loyola college,JNTUK
9159,7.4,1,2,0,85,4.6,No,No,55,63,NotPlaced,0,2.0,Loyola college,JNTUK
9160,7.5,1,2,0,62,4.4,No,No,60,71,NotPlaced,0,2.0,Loyola college,JNTUK
9161,6.8,0,2,0,73,4.2,Yes,Yes,81,67,NotPlaced,0,2.0,Loyola college,JNTUK
9162,7.5,1,1,0,83,4.4,No,No,83,61,NotPlaced,0,1.0,Loyola college,JNTUK
9163,8.3,2,3,2,88,4.8,Yes,No,79,83,NotPlaced,0,3.0,Loyola college,JNTUK
9164,8.2,0,1,1,81,4.2,Yes,Yes,68,84,Placed,0,1.0,LBRCE,JNTUA
9165,8.2,1,3,0,84,4.1,Yes,Yes,77,67,Placed,0,3.0,LBRCE,JNTUA
9166,8.1,2,3,2,90,4.8,Yes,Yes,85,84,Placed,0,3.0,LBRCE,JNTUA
9167,8.3,1,2,1,88,4.2,No,Yes,71,85,Placed,0,2.0,LBRCE,JNTUA
9168,7.6,0,3,2,72,4.6,Yes,Yes,89,85,NotPlaced,0,3.0,Loyola college,JNTUK
9169,7.3,0,3,1,70,3.8,Yes,No,56,76,Placed,0,3.0,LBRCE,JNTUA
9170,7.6,2,2,0,77,4.5,No,Yes,69,65,NotPlaced,0,2.0,Loyola college,JNTUK
9171,8.4,2,2,2,71,3.8,Yes,Yes,62,80,Placed,0,2.0,LBRCE,JNTUA
9172,7.9,0,2,0,82,4.2,Yes,Yes,75,60,Placed,0,2.0,LBRCE,JNTUA
9173,8.1,1,3,1,90,4.8,Yes,No,83,87,Placed,0,3.0,LBRCE,JNTUA
9174,7.7,2,1,0,78,4.0,No,No,61,87,NotPlaced,0,1.0,Loyola college,JNTUK
9175,8.1,0,1,2,77,4.6,Yes,Yes,76,88,Placed,0,1.0,LBRCE,JNTUA
9176,7.8,1,3,2,83,4.5,Yes,Yes,68,86,Placed,0,3.0,LBRCE,JNTUA
9177,8.1,1,3,2,90,4.2,Yes,Yes,81,86,Placed,0,3.0,LBRCE,JNTUA
9178,8.3,2,3,2,90,4.8,Yes,Yes,82,85,Placed,0,3.0,LBRCE,JNTUA
9179,8.4,1,2,3,90,4.7,Yes,Yes,84,71,Placed,0,2.0,LBRCE,JNTUA
9180,7.9,1,1,0,90,4.1,No,Yes,60,69,Placed,0,1.0,LBRCE,JNTUA
9181,7.6,0,1,0,82,3.8,No,No,80,70,NotPlaced,0,1.0,Loyola college,JNTUK
9182,7.6,1,1,0,72,4.5,No,No,55,57,NotPlaced,0,1.0,Loyola college,JNTUK
9183,8.2,1,2,1,83,4.7,Yes,Yes,83,82,Placed,0,2.0,LBRCE,JNTUA
9184,8.2,0,1,0,73,4.1,Yes,No,61,63,NotPlaced,0,1.0,Loyola college,JNTUK
9185,7.4,1,1,1,86,4.2,No,Yes,56,68,NotPlaced,0,1.0,Loyola college,JNTUK
9186,6.7,0,1,0,75,4.6,No,Yes,63,61,NotPlaced,0,1.0,Loyola college,JNTUK
9187,7.8,2,2,3,70,4.6,No,Yes,55,69,NotPlaced,0,2.0,Loyola college,JNTUK
9188,8.2,2,3,2,86,4.4,Yes,Yes,78,66,Placed,0,3.0,LBRCE,JNTUA
9189,8.2,2,3,2,90,4.6,Yes,Yes,81,79,Placed,0,3.0,LBRCE,JNTUA
9190,8.5,2,3,2,84,4.5,Yes,Yes,74,86,Placed,0,3.0,LBRCE,JNTUA
9191,8.4,2,2,2,81,4.2,Yes,Yes,89,85,Placed,0,2.0,LBRCE,JNTUA
9192,7.7,1,1,1,73,4.2,Yes,Yes,70,79,NotPlaced,0,1.0,Loyola college,JNTUK
9193,7.8,2,3,2,87,4.5,Yes,No,84,81,Placed,0,3.0,LBRCE,JNTUA
9194,8.6,2,3,2,81,4.8,No,Yes,68,79,Placed,0,3.0,LBRCE,JNTUA
9195,8.5,2,1,1,70,4.3,Yes,Yes,58,63,Placed,0,1.0,LBRCE,JNTUA
9196,8.4,1,3,2,90,4.8,Yes,Yes,81,88,NotPlaced,0,3.0,Loyola college,JNTUK
9197,7.7,2,2,0,90,4.7,Yes,Yes,70,86,Placed,0,2.0,LBRCE,JNTUA
9198,8.1,1,2,2,85,4.4,No,Yes,72,84,NotPlaced,0,2.0,Loyola college,JNTUK
9199,8.4,1,3,2,90,4.8,Yes,Yes,85,82,Placed,0,3.0,LBRCE,JNTUA
9200,7.8,1,3,2,75,4.3,Yes,Yes,55,79,NotPlaced,0,3.0,Loyola college,JNTUK
9201,7.7,2,3,0,90,4.6,Yes,Yes,75,86,NotPlaced,0,3.0,Loyola college,JNTUK
9202,6.5,0,3,0,85,4.3,No,No,55,70,NotPlaced,0,3.0,Loyola college,JNTUK
9203,7.6,1,2,0,69,4.2,No,Yes,55,67,NotPlaced,0,2.0,Loyola college,JNTUK
9204,7.7,1,3,2,85,4.8,Yes,No,85,83,NotPlaced,0,3.0,Loyola college,JNTUK
9205,8.0,2,2,2,87,4.8,Yes,Yes,78,73,Placed,0,2.0,LBRCE,JNTUA
9206,7.6,1,1,1,73,4.5,No,No,55,61,NotPlaced,0,1.0,Loyola college,JNTUK
9207,7.5,1,1,0,60,4.2,No,Yes,55,59,Placed,0,1.0,LBRCE,JNTUA
9208,7.0,1,2,0,72,4.6,Yes,Yes,68,74,Placed,0,2.0,LBRCE,JNTUA
9209,6.5,1,2,0,81,3.3,No,No,55,70,NotPlaced,0,2.0,Loyola college,JNTUK
9210,7.5,1,2,0,78,4.0,Yes,Yes,66,85,NotPlaced,0,2.0,Loyola college,JNTUK
9211,6.7,1,1,0,81,4.5,No,Yes,65,61,NotPlaced,0,1.0,Loyola college,JNTUK
9212,8.4,0,3,2,90,4.8,Yes,Yes,83,85,Placed,0,3.0,LBRCE,JNTUA
9213,8.4,2,3,2,90,4.8,Yes,Yes,74,87,Placed,0,3.0,LBRCE,JNTUA
9214,7.7,1,2,0,83,4.6,Yes,Yes,71,82,NotPlaced,0,2.0,Loyola college,JNTUK
9215,8.1,1,3,2,90,4.7,Yes,Yes,71,85,NotPlaced,0,3.0,Loyola college,JNTUK
9216,7.6,0,1,0,78,4.3,Yes,Yes,76,77,Placed,0,1.0,LBRCE,JNTUA
9217,8.0,0,3,1,90,4.1,Yes,Yes,64,61,Placed,0,3.0,LBRCE,JNTUA
9218,8.7,0,2,2,89,4.6,Yes,Yes,77,85,Placed,0,2.0,LBRCE,JNTUA
9219,8.4,2,1,1,77,4.4,No,Yes,60,69,NotPlaced,0,1.0,Loyola college,JNTUK
9220,8.3,1,3,2,82,4.7,No,No,59,63,Placed,0,3.0,LBRCE,JNTUA
9221,7.5,0,1,1,64,4.3,No,Yes,55,64,NotPlaced,0,1.0,Loyola college,JNTUK
9222,7.5,0,1,0,68,3.4,No,No,61,59,NotPlaced,0,1.0,Loyola college,JNTUK
9223,7.6,1,1,0,78,3.6,Yes,Yes,56,69,NotPlaced,0,1.0,Loyola college,JNTUK
9224,6.5,0,2,2,81,4.6,Yes,Yes,79,69,Placed,0,2.0,LBRCE,JNTUA
9225,7.7,2,3,1,90,4.8,Yes,Yes,80,87,NotPlaced,0,3.0,Loyola college,JNTUK
9226,7.7,1,2,2,83,3.9,Yes,Yes,81,75,NotPlaced,0,2.0,Loyola college,JNTUK
9227,7.8,1,1,1,84,3.9,Yes,Yes,73,76,NotPlaced,0,1.0,Loyola college,JNTUK
9228,7.7,1,1,0,77,4.0,No,Yes,55,70,NotPlaced,0,1.0,Loyola college,JNTUK
9229,8.5,2,3,2,90,4.8,Yes,Yes,71,87,Placed,0,3.0,LBRCE,JNTUA
9230,8.1,2,1,1,87,3.8,No,Yes,55,63,NotPlaced,0,1.0,Loyola college,JNTUK
9231,6.7,0,3,2,86,4.8,Yes,Yes,67,73,Placed,0,3.0,LBRCE,JNTUA
9232,8.0,1,3,1,82,4.4,Yes,Yes,73,85,NotPlaced,0,3.0,Loyola college,JNTUK
9233,7.6,0,1,0,83,3.8,No,Yes,56,66,NotPlaced,0,1.0,Loyola college,JNTUK
9234,8.5,1,3,0,88,4.6,No,Yes,70,84,Placed,0,3.0,LBRCE,JNTUA
9235,6.5,0,2,1,60,3.1,Yes,No,60,67,NotPlaced,0,2.0,Loyola college,JNTUK
9236,8.4,0,1,1,85,4.8,Yes,Yes,75,81,Placed,0,1.0,LBRCE,JNTUA
9237,6.8,0,3,2,75,4.4,Yes,Yes,84,85,NotPlaced,0,3.0,Loyola college,JNTUK
9238,6.6,2,3,2,90,4.8,Yes,Yes,63,83,Placed,0,3.0,LBRCE,JNTUA
9239,6.5,1,2,0,69,3.7,No,No,55,66,NotPlaced,0,2.0,Loyola college,JNTUK
9240,6.7,1,2,0,82,4.7,Yes,Yes,71,87,Placed,0,2.0,LBRCE,JNTUA
9241,8.1,2,3,0,85,4.2,Yes,Yes,71,83,NotPlaced,0,3.0,Loyola college,JNTUK
9242,8.1,2,3,2,88,4.8,Yes,Yes,74,81,Placed,0,3.0,LBRCE,JNTUA
9243,7.5,1,2,0,73,3.5,Yes,Yes,84,66,NotPlaced,0,2.0,Loyola college,JNTUK
9244,7.2,1,2,0,82,3.6,Yes,Yes,71,74,Placed,0,2.0,LBRCE,JNTUA
9245,7.4,0,1,2,90,4.5,Yes,Yes,76,68,Placed,0,1.0,LBRCE,JNTUA
9246,8.0,2,3,2,90,4.8,Yes,Yes,69,86,Placed,0,3.0,LBRCE,JNTUA
9247,6.5,0,2,2,74,4.3,Yes,Yes,82,70,NotPlaced,0,2.0,Loyola college,JNTUK
9248,7.8,0,1,0,73,4.4,No,No,56,68,Placed,0,1.0,LBRCE,JNTUA
9249,7.7,1,2,0,69,3.5,No,Yes,56,59,NotPlaced,0,2.0,Loyola college,JNTUK
9250,7.6,1,1,2,79,4.4,Yes,Yes,65,69,Placed,0,1.0,LBRCE,JNTUA
9251,8.1,1,3,2,83,4.7,Yes,Yes,85,86,Placed,0,3.0,LBRCE,JNTUA
9252,6.5,1,2,1,79,4.2,Yes,Yes,81,64,Placed,0,2.0,LBRCE,JNTUA
9253,6.5,1,2,0,69,4.7,No,Yes,80,69,NotPlaced,0,2.0,Loyola college,JNTUK
9254,6.8,1,1,0,79,4.3,No,No,55,63,NotPlaced,0,1.0,Loyola college,JNTUK
9255,8.0,1,3,3,87,4.6,Yes,No,83,88,Placed,0,3.0,LBRCE,JNTUA
9256,7.7,0,1,0,73,4.3,Yes,Yes,57,65,Placed,0,1.0,LBRCE,JNTUA
9257,8.2,2,3,2,90,4.8,Yes,Yes,81,87,Placed,0,3.0,LBRCE,JNTUA
9258,6.5,1,2,1,72,3.5,No,No,57,65,NotPlaced,0,2.0,Loyola college,JNTUK
9259,8.1,2,1,0,87,4.0,Yes,Yes,75,88,NotPlaced,0,1.0,Loyola college,JNTUK
9260,8.6,0,3,1,85,4.6,Yes,Yes,74,81,Placed,0,3.0,LBRCE,JNTUA
9261,7.6,1,2,1,82,4.3,Yes,No,68,66,NotPlaced,0,2.0,Loyola college,JNTUK
9262,7.3,1,2,0,65,4.2,No,No,55,65,NotPlaced,0,2.0,Loyola college,JNTUK
9263,7.8,1,1,0,70,4.2,No,Yes,63,65,NotPlaced,0,1.0,Loyola college,JNTUK
9264,6.5,1,1,1,69,3.5,No,No,55,63,NotPlaced,0,1.0,Loyola college,JNTUK
9265,6.9,2,3,0,78,4.2,Yes,Yes,72,86,Placed,0,3.0,LBRCE,JNTUA
9266,6.5,0,1,2,85,3.6,No,No,68,69,NotPlaced,0,1.0,Loyola college,JNTUK
9267,8.6,2,3,3,90,4.8,Yes,Yes,66,83,Placed,0,3.0,LBRCE,JNTUA
9268,8.4,2,3,2,85,4.5,Yes,Yes,89,79,Placed,0,3.0,LBRCE,JNTUA
9269,8.2,1,1,0,73,4.5,No,Yes,76,84,NotPlaced,0,1.0,Loyola college,JNTUK
9270,6.6,0,1,0,70,4.6,No,No,63,70,NotPlaced,0,1.0,Loyola college,JNTUK
9271,7.7,1,1,1,83,4.1,No,No,81,71,NotPlaced,0,1.0,Loyola college,JNTUK
9272,7.5,0,1,0,72,3.7,No,Yes,57,65,NotPlaced,0,1.0,Loyola college,JNTUK
9273,8.3,1,3,1,88,4.8,Yes,Yes,81,85,Placed,0,3.0,LBRCE,JNTUA
9274,8.5,2,2,2,90,4.4,Yes,Yes,70,84,Placed,0,2.0,LBRCE,JNTUA
9275,8.4,1,1,1,83,4.8,Yes,No,69,83,Placed,0,1.0,LBRCE,JNTUA
9276,8.4,2,1,2,90,4.5,Yes,Yes,81,83,Placed,0,1.0,LBRCE,JNTUA
9277,7.7,2,3,2,75,4.4,Yes,No,83,83,Placed,0,3.0,LBRCE,JNTUA
9278,7.6,0,3,2,81,4.5,Yes,Yes,81,84,Placed,0,3.0,LBRCE,JNTUA
9279,7.8,1,3,2,88,4.3,Yes,Yes,84,86,Placed,0,3.0,LBRCE,JNTUA
9280,7.8,0,2,0,71,4.4,No,Yes,55,66,NotPlaced,0,2.0,Loyola college,JNTUK
9281,8.2,1,1,2,75,4.3,No,Yes,70,85,Placed,0,1.0,LBRCE,JNTUA
9282,7.6,0,1,0,73,3.8,Yes,No,55,59,Placed,0,1.0,LBRCE,JNTUA
9283,8.8,0,3,0,88,4.6,Yes,Yes,65,84,Placed,0,3.0,LBRCE,JNTUA
9284,8.7,2,3,2,83,4.8,Yes,Yes,76,82,Placed,0,3.0,LBRCE,JNTUA
9285,7.5,2,1,1,75,4.8,No,No,62,62,NotPlaced,0,1.0,Loyola college,JNTUK
9286,7.6,1,1,2,90,4.8,Yes,Yes,80,69,NotPlaced,0,1.0,Loyola college,JNTUK
9287,6.6,1,1,1,74,4.0,Yes,Yes,55,65,Placed,0,1.0,LBRCE,JNTUA
9288,8.0,2,3,2,90,4.8,Yes,Yes,75,88,Placed,0,3.0,LBRCE,JNTUA
9289,8.7,0,3,1,90,4.6,Yes,Yes,89,83,Placed,0,3.0,LBRCE,JNTUA
9290,7.4,1,1,0,87,3.7,No,Yes,80,76,NotPlaced,0,1.0,Loyola college,JNTUK
9291,8.2,0,2,0,78,4.8,Yes,Yes,71,70,Placed,0,2.0,LBRCE,JNTUA
9292,8.7,1,3,0,89,4.5,Yes,Yes,70,84,Placed,0,3.0,LBRCE,JNTUA
9293,7.6,1,1,2,90,4.4,No,Yes,81,73,NotPlaced,0,1.0,Loyola college,JNTUK
9294,7.4,0,1,0,77,4.4,No,No,61,65,NotPlaced,0,1.0,Loyola college,JNTUK
9295,7.5,2,3,2,90,4.7,Yes,Yes,65,82,NotPlaced,0,3.0,Loyola college,JNTUK
9296,8.3,1,2,2,87,4.7,Yes,Yes,78,66,NotPlaced,0,2.0,Loyola college,JNTUK
9297,7.7,2,2,0,82,4.3,Yes,No,90,76,NotPlaced,0,2.0,Loyola college,JNTUK
9298,8.0,0,2,1,67,4.1,Yes,Yes,74,75,NotPlaced,0,2.0,Loyola college,JNTUK
9299,6.7,1,1,1,71,3.8,Yes,No,56,70,NotPlaced,0,1.0,Loyola college,JNTUK
9300,6.5,0,1,1,75,3.4,No,No,58,62,NotPlaced,0,1.0,Loyola college,JNTUK
9301,7.5,1,2,0,87,3.9,No,No,55,63,NotPlaced,0,2.0,Loyola college,JNTUK
9302,6.5,1,2,0,69,3.4,No,Yes,55,67,Placed,0,2.0,LBRCE,JNTUA
9303,8.2,1,3,2,90,4.8,Yes,Yes,81,83,Placed,0,3.0,LBRCE,JNTUA
9304,7.7,0,1,1,76,4.2,No,No,56,68,NotPlaced,0,1.0,Loyola college,JNTUK
9305,6.5,1,1,1,77,4.2,No,Yes,55,71,NotPlaced,0,1.0,Loyola college,JNTUK
9306,7.6,1,2,2,75,4.7,No,Yes,65,68,NotPlaced,0,2.0,Loyola college,JNTUK
9307,7.8,1,3,3,77,4.5,Yes,Yes,72,79,Placed,0,3.0,LBRCE,JNTUA
9308,8.3,1,3,2,85,4.8,Yes,Yes,80,82,Placed,0,3.0,LBRCE,JNTUA
9309,6.7,1,1,0,60,4.7,Yes,Yes,61,71,NotPlaced,0,1.0,Loyola college,JNTUK
9310,6.7,1,1,0,60,3.7,No,No,55,63,NotPlaced,0,1.0,Loyola college,JNTUK
9311,8.3,2,3,0,72,3.6,No,Yes,72,85,NotPlaced,0,3.0,Loyola college,JNTUK
9312,7.3,1,1,1,70,3.9,No,No,59,62,NotPlaced,0,1.0,Loyola college,JNTUK
9313,8.1,1,1,2,82,4.8,Yes,No,70,78,NotPlaced,0,1.0,Loyola college,JNTUK
9314,8.5,2,3,2,90,4.7,Yes,Yes,77,86,Placed,0,3.0,LBRCE,JNTUA
9315,8.5,1,3,0,86,4.8,Yes,Yes,70,86,Placed,0,3.0,LBRCE,JNTUA
9316,6.9,0,2,1,69,4.0,No,Yes,62,61,NotPlaced,0,2.0,Loyola college,JNTUK
9317,8.4,1,3,2,90,4.8,Yes,Yes,88,84,Placed,0,3.0,LBRCE,JNTUA
9318,7.7,1,3,2,70,3.8,Yes,Yes,76,80,NotPlaced,0,3.0,Loyola college,JNTUK
9319,6.5,0,2,1,71,3.8,No,Yes,55,72,NotPlaced,0,2.0,Loyola college,JNTUK
9320,8.6,0,3,2,83,4.8,Yes,Yes,73,87,Placed,0,3.0,LBRCE,JNTUA
9321,8.2,2,3,2,88,4.5,Yes,Yes,72,83,Placed,0,3.0,LBRCE,JNTUA
9322,7.8,1,1,0,76,4.6,Yes,Yes,60,72,NotPlaced,0,1.0,Loyola college,JNTUK
9323,7.9,2,3,2,90,4.8,Yes,Yes,81,87,Placed,0,3.0,LBRCE,JNTUA
9324,7.6,1,2,0,79,4.3,No,Yes,58,67,NotPlaced,0,2.0,Loyola college,JNTUK
9325,8.4,1,1,3,90,4.5,Yes,Yes,72,69,Placed,0,1.0,LBRCE,JNTUA
9326,7.4,0,2,0,80,4.2,No,Yes,67,73,NotPlaced,0,2.0,Loyola college,JNTUK
9327,8.3,1,2,3,77,4.1,No,Yes,80,81,Placed,0,2.0,LBRCE,JNTUA
9328,7.7,1,3,2,90,4.3,Yes,Yes,76,83,Placed,0,3.0,LBRCE,JNTUA
9329,7.5,1,2,1,68,4.8,No,No,58,70,NotPlaced,0,2.0,Loyola college,JNTUK
9330,6.7,1,2,2,82,3.2,No,No,66,58,Placed,0,2.0,LBRCE,JNTUA
9331,8.3,2,2,0,89,4.8,Yes,Yes,83,81,Placed,0,2.0,LBRCE,JNTUA
9332,6.7,1,2,1,78,4.4,No,Yes,60,69,NotPlaced,0,2.0,Loyola college,JNTUK
9333,7.6,1,3,2,71,4.2,Yes,Yes,72,68,NotPlaced,0,3.0,Loyola college,JNTUK
9334,7.9,0,2,0,75,4.3,No,No,79,63,NotPlaced,0,2.0,Loyola college,JNTUK
9335,8.5,2,3,0,79,4.8,Yes,Yes,89,85,Placed,0,3.0,LBRCE,JNTUA
9336,8.2,1,3,2,86,4.7,Yes,Yes,63,88,Placed,0,3.0,LBRCE,JNTUA
9337,7.9,2,3,2,90,4.8,Yes,Yes,74,80,Placed,0,3.0,LBRCE,JNTUA
9338,8.0,2,3,1,90,4.8,Yes,Yes,86,85,Placed,0,3.0,LBRCE,JNTUA
9339,6.9,0,1,1,60,3.6,No,Yes,55,59,NotPlaced,0,1.0,Loyola college,JNTUK
9340,7.6,0,1,0,63,3.7,No,No,56,62,NotPlaced,0,1.0,Loyola college,JNTUK
9341,8.2,1,3,0,86,4.8,Yes,Yes,88,86,Placed,0,3.0,LBRCE,JNTUA
9342,6.5,1,1,2,68,3.8,Yes,No,61,70,NotPlaced,0,1.0,Loyola college,JNTUK
9343,8.2,1,3,0,80,4.5,Yes,Yes,76,82,Placed,0,3.0,LBRCE,JNTUA
9344,6.8,1,1,1,67,4.4,No,No,68,65,NotPlaced,0,1.0,Loyola college,JNTUK
9345,6.6,1,2,0,79,3.9,No,Yes,60,69,NotPlaced,0,2.0,Loyola college,JNTUK
9346,7.1,0,1,1,72,4.4,No,Yes,55,73,NotPlaced,0,1.0,Loyola college,JNTUK
9347,7.7,1,3,2,74,4.5,Yes,Yes,55,64,NotPlaced,0,3.0,Loyola college,JNTUK
9348,8.6,2,3,2,90,4.8,Yes,Yes,82,82,NotPlaced,0,3.0,Loyola college,JNTUK
9349,8.3,2,1,2,70,4.3,Yes,No,64,64,NotPlaced,0,1.0,Loyola college,JNTUK
9350,7.8,2,3,2,90,4.8,Yes,Yes,86,82,Placed,0,3.0,LBRCE,JNTUA
9351,6.6,0,1,1,66,3.7,No,No,56,63,NotPlaced,0,1.0,Loyola college,JNTUK
9352,7.6,0,2,0,72,4.4,No,No,59,61,Placed,0,2.0,LBRCE,JNTUA
9353,8.7,0,3,2,85,4.5,Yes,No,71,83,NotPlaced,0,3.0,Loyola college,JNTUK
9354,8.3,1,2,1,73,4.1,Yes,Yes,63,65,NotPlaced,0,2.0,Loyola college,JNTUK
9355,8.8,2,2,2,90,4.7,Yes,No,71,79,Placed,0,2.0,LBRCE,JNTUA
9356,6.5,1,2,0,75,4.0,No,No,58,71,NotPlaced,0,2.0,Loyola college,JNTUK
9357,7.5,0,2,1,64,3.7,No,No,55,63,NotPlaced,0,2.0,Loyola college,JNTUK
9358,7.4,1,1,0,67,4.2,No,Yes,61,74,Placed,0,1.0,LBRCE,JNTUA
9359,8.6,1,3,2,86,4.4,Yes,Yes,75,80,Placed,0,3.0,LBRCE,JNTUA
9360,7.6,1,2,1,75,4.1,No,No,55,74,NotPlaced,0,2.0,Loyola college,JNTUK
9361,8.0,2,3,0,90,4.8,Yes,Yes,76,86,Placed,0,3.0,LBRCE,JNTUA
9362,6.5,1,3,1,70,4.2,No,Yes,58,68,NotPlaced,0,3.0,Loyola college,JNTUK
9363,6.6,1,1,0,70,4.6,Yes,No,55,69,NotPlaced,0,1.0,Loyola college,JNTUK
9364,8.6,2,2,1,78,4.8,Yes,No,80,82,NotPlaced,0,2.0,Loyola college,JNTUK
9365,6.5,1,1,0,64,3.7,No,No,55,59,NotPlaced,0,1.0,Loyola college,JNTUK
9366,8.4,2,3,2,90,4.8,Yes,Yes,79,88,Placed,0,3.0,LBRCE,JNTUA
9367,6.5,1,2,0,78,4.0,Yes,Yes,69,65,NotPlaced,0,2.0,Loyola college,JNTUK
9368,8.1,1,3,0,90,4.8,Yes,Yes,74,84,Placed,0,3.0,LBRCE,JNTUA
9369,8.2,1,2,1,70,3.9,No,Yes,55,71,NotPlaced,0,2.0,Loyola college,JNTUK
9370,7.4,0,1,1,72,3.5,No,Yes,66,61,NotPlaced,0,1.0,Loyola college,JNTUK
